"ABS","Àmbit","Indicador","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Mollet del Vallès 01 - Est","Demogràfic","Població assignada de 0-14 anys (n)",1956,1855,3811,563490,531360,1094850
"Mollet del Vallès 01 - Est","Demogràfic","Població assignada de 15-54 anys (n)",7562,7361,14923,2090135,2009939,4100074
"Mollet del Vallès 01 - Est","Demogràfic","Població assignada de 55-64 anys (n)",1835,1945,3780,485653,501618,987271
"Mollet del Vallès 01 - Est","Demogràfic","Població assignada de 65 anys o més (n)",2372,3087,5459,631736,839322,1471058
"Mollet del Vallès 01 - Est","Demogràfic","Població assignada total (n)",13725,14248,27973,3771014,3882239,7653253
"Mollet del Vallès 02 - Oest","Demogràfic","Població assignada de 0-14 anys (n)",1817,1611,3428,563490,531360,1094850
"Mollet del Vallès 02 - Oest","Demogràfic","Població assignada de 15-54 anys (n)",6817,6647,13464,2090135,2009939,4100074
"Mollet del Vallès 02 - Oest","Demogràfic","Població assignada de 55-64 anys (n)",1548,1474,3022,485653,501618,987271
"Mollet del Vallès 02 - Oest","Demogràfic","Població assignada de 65 anys o més (n)",1688,2147,3835,631736,839322,1471058
"Mollet del Vallès 02 - Oest","Demogràfic","Població assignada total (n)",11870,11879,23749,3771014,3882239,7653253
"Montblanc","Demogràfic","Població assignada de 0-14 anys (n)",1097,1025,2122,563490,531360,1094850
"Montblanc","Demogràfic","Població assignada de 15-54 anys (n)",4148,3685,7833,2090135,2009939,4100074
"Montblanc","Demogràfic","Població assignada de 55-64 anys (n)",1183,1034,2217,485653,501618,987271
"Montblanc","Demogràfic","Població assignada de 65 anys o més (n)",1506,1872,3378,631736,839322,1471058
"Montblanc","Demogràfic","Població assignada total (n)",7934,7616,15550,3771014,3882239,7653253
"Montcada i Reixac","Demogràfic","Població assignada de 0-14 anys (n)",2711,2569,5280,563490,531360,1094850
"Montcada i Reixac","Demogràfic","Població assignada de 15-54 anys (n)",9198,8845,18043,2090135,2009939,4100074
"Montcada i Reixac","Demogràfic","Població assignada de 55-64 anys (n)",2154,2117,4271,485653,501618,987271
"Montcada i Reixac","Demogràfic","Població assignada de 65 anys o més (n)",2327,3096,5423,631736,839322,1471058
"Montcada i Reixac","Demogràfic","Població assignada total (n)",16390,16627,33017,3771014,3882239,7653253
"Montgat - Tiana","Demogràfic","Població assignada de 0-14 anys (n)",1679,1575,3254,563490,531360,1094850
"Montgat - Tiana","Demogràfic","Població assignada de 15-54 anys (n)",5356,5391,10747,2090135,2009939,4100074
"Montgat - Tiana","Demogràfic","Població assignada de 55-64 anys (n)",1233,1328,2561,485653,501618,987271
"Montgat - Tiana","Demogràfic","Població assignada de 65 anys o més (n)",1560,1953,3513,631736,839322,1471058
"Montgat - Tiana","Demogràfic","Població assignada total (n)",9828,10247,20075,3771014,3882239,7653253
"Montornès del Vallès - Montmeló","Demogràfic","Població assignada de 0-14 anys (n)",2676,2550,5226,563490,531360,1094850
"Montornès del Vallès - Montmeló","Demogràfic","Població assignada de 15-54 anys (n)",9291,8814,18105,2090135,2009939,4100074
"Montornès del Vallès - Montmeló","Demogràfic","Població assignada de 55-64 anys (n)",2156,2061,4217,485653,501618,987271
"Montornès del Vallès - Montmeló","Demogràfic","Població assignada de 65 anys o més (n)",2490,3021,5511,631736,839322,1471058
"Montornès del Vallès - Montmeló","Demogràfic","Població assignada total (n)",16613,16446,33059,3771014,3882239,7653253
"Mont-roig del Camp","Demogràfic","Població assignada de 0-14 anys (n)",1109,973,2082,563490,531360,1094850
"Mont-roig del Camp","Demogràfic","Població assignada de 15-54 anys (n)",3548,3328,6876,2090135,2009939,4100074
"Mont-roig del Camp","Demogràfic","Població assignada de 55-64 anys (n)",907,859,1766,485653,501618,987271
"Mont-roig del Camp","Demogràfic","Població assignada de 65 anys o més (n)",1236,1288,2524,631736,839322,1471058
"Mont-roig del Camp","Demogràfic","Població assignada total (n)",6800,6448,13248,3771014,3882239,7653253
"Montserrat","Demogràfic","Població assignada de 0-14 anys (n)",1034,953,1987,563490,531360,1094850
"Montserrat","Demogràfic","Població assignada de 15-54 anys (n)",3729,3386,7115,2090135,2009939,4100074
"Montserrat","Demogràfic","Població assignada de 55-64 anys (n)",766,701,1467,485653,501618,987271
"Montserrat","Demogràfic","Població assignada de 65 anys o més (n)",999,1152,2151,631736,839322,1471058
"Montserrat","Demogràfic","Població assignada total (n)",6528,6192,12720,3771014,3882239,7653253
"Móra la Nova - Móra d'Ebre","Demogràfic","Població assignada de 0-14 anys (n)",972,865,1837,563490,531360,1094850
"Móra la Nova - Móra d'Ebre","Demogràfic","Població assignada de 15-54 anys (n)",3542,3126,6668,2090135,2009939,4100074
"Móra la Nova - Móra d'Ebre","Demogràfic","Població assignada de 55-64 anys (n)",1043,1010,2053,485653,501618,987271
"Móra la Nova - Móra d'Ebre","Demogràfic","Població assignada de 65 anys o més (n)",1488,1786,3274,631736,839322,1471058
"Móra la Nova - Móra d'Ebre","Demogràfic","Població assignada total (n)",7045,6787,13832,3771014,3882239,7653253
"Navarcles - Sant Fruitós de Bages","Demogràfic","Població assignada de 0-14 anys (n)",1780,1721,3501,563490,531360,1094850
"Navarcles - Sant Fruitós de Bages","Demogràfic","Població assignada de 15-54 anys (n)",5860,5659,11519,2090135,2009939,4100074
"Navarcles - Sant Fruitós de Bages","Demogràfic","Població assignada de 55-64 anys (n)",1497,1464,2961,485653,501618,987271
"Navarcles - Sant Fruitós de Bages","Demogràfic","Població assignada de 65 anys o més (n)",1927,2425,4352,631736,839322,1471058
"Navarcles - Sant Fruitós de Bages","Demogràfic","Població assignada total (n)",11064,11269,22333,3771014,3882239,7653253
"Navàs - Balsareny","Demogràfic","Població assignada de 0-14 anys (n)",615,642,1257,563490,531360,1094850
"Navàs - Balsareny","Demogràfic","Població assignada de 15-54 anys (n)",2374,2201,4575,2090135,2009939,4100074
"Navàs - Balsareny","Demogràfic","Població assignada de 55-64 anys (n)",760,704,1464,485653,501618,987271
"Navàs - Balsareny","Demogràfic","Població assignada de 65 anys o més (n)",940,1214,2154,631736,839322,1471058
"Navàs - Balsareny","Demogràfic","Població assignada total (n)",4689,4761,9450,3771014,3882239,7653253
"Ocata - Teià","Demogràfic","Població assignada de 0-14 anys (n)",31,39,70,563490,531360,1094850
"Ocata - Teià","Demogràfic","Població assignada de 15-54 anys (n)",3767,3741,7508,2090135,2009939,4100074
"Ocata - Teià","Demogràfic","Població assignada de 55-64 anys (n)",1028,1144,2172,485653,501618,987271
"Ocata - Teià","Demogràfic","Població assignada de 65 anys o més (n)",1329,1786,3115,631736,839322,1471058
"Ocata - Teià","Demogràfic","Població assignada total (n)",6155,6710,12865,3771014,3882239,7653253
"Olesa de Montserrat","Demogràfic","Població assignada de 0-14 anys (n)",1984,1938,3922,563490,531360,1094850
"Olesa de Montserrat","Demogràfic","Població assignada de 15-54 anys (n)",6869,6470,13339,2090135,2009939,4100074
"Olesa de Montserrat","Demogràfic","Població assignada de 55-64 anys (n)",1407,1384,2791,485653,501618,987271
"Olesa de Montserrat","Demogràfic","Població assignada de 65 anys o més (n)",1774,2251,4025,631736,839322,1471058
"Olesa de Montserrat","Demogràfic","Població assignada total (n)",12034,12043,24077,3771014,3882239,7653253
"Olot","Demogràfic","Població assignada de 0-14 anys (n)",2910,2714,5624,563490,531360,1094850
"Olot","Demogràfic","Població assignada de 15-54 anys (n)",11132,9975,21107,2090135,2009939,4100074
"Olot","Demogràfic","Població assignada de 55-64 anys (n)",2790,2664,5454,485653,501618,987271
"Olot","Demogràfic","Població assignada de 65 anys o més (n)",3483,4484,7967,631736,839322,1471058
"Olot","Demogràfic","Població assignada total (n)",20315,19837,40152,3771014,3882239,7653253
"Palafrugell","Demogràfic","Població assignada de 0-14 anys (n)",2516,2247,4763,563490,531360,1094850
"Palafrugell","Demogràfic","Població assignada de 15-54 anys (n)",8048,7685,15733,2090135,2009939,4100074
"Palafrugell","Demogràfic","Població assignada de 55-64 anys (n)",2084,2125,4209,485653,501618,987271
"Palafrugell","Demogràfic","Població assignada de 65 anys o més (n)",2665,3215,5880,631736,839322,1471058
"Palafrugell","Demogràfic","Població assignada total (n)",15313,15272,30585,3771014,3882239,7653253
"Palamós","Demogràfic","Població assignada de 0-14 anys (n)",2089,1915,4004,563490,531360,1094850
"Palamós","Demogràfic","Població assignada de 15-54 anys (n)",7563,7381,14944,2090135,2009939,4100074
"Palamós","Demogràfic","Població assignada de 55-64 anys (n)",1994,2120,4114,485653,501618,987271
"Palamós","Demogràfic","Població assignada de 65 anys o més (n)",2627,3345,5972,631736,839322,1471058
"Palamós","Demogràfic","Població assignada total (n)",14273,14761,29034,3771014,3882239,7653253
"Palau-solità i Plegamans","Demogràfic","Població assignada de 0-14 anys (n)",1066,1100,2166,563490,531360,1094850
"Palau-solità i Plegamans","Demogràfic","Població assignada de 15-54 anys (n)",4194,4082,8276,2090135,2009939,4100074
"Palau-solità i Plegamans","Demogràfic","Població assignada de 55-64 anys (n)",1020,1047,2067,485653,501618,987271
"Palau-solità i Plegamans","Demogràfic","Població assignada de 65 anys o més (n)",1220,1471,2691,631736,839322,1471058
"Palau-solità i Plegamans","Demogràfic","Població assignada total (n)",7500,7700,15200,3771014,3882239,7653253
"Pallars Sobirà","Demogràfic","Població assignada de 0-14 anys (n)",433,406,839,563490,531360,1094850
"Pallars Sobirà","Demogràfic","Població assignada de 15-54 anys (n)",1659,1556,3215,2090135,2009939,4100074
"Pallars Sobirà","Demogràfic","Població assignada de 55-64 anys (n)",473,413,886,485653,501618,987271
"Pallars Sobirà","Demogràfic","Població assignada de 65 anys o més (n)",552,638,1190,631736,839322,1471058
"Pallars Sobirà","Demogràfic","Població assignada total (n)",3117,3013,6130,3771014,3882239,7653253
"Pallejà","Demogràfic","Població assignada de 0-14 anys (n)",949,829,1778,563490,531360,1094850
"Pallejà","Demogràfic","Població assignada de 15-54 anys (n)",3050,2963,6013,2090135,2009939,4100074
"Pallejà","Demogràfic","Població assignada de 55-64 anys (n)",690,672,1362,485653,501618,987271
"Pallejà","Demogràfic","Població assignada de 65 anys o més (n)",758,995,1753,631736,839322,1471058
"Pallejà","Demogràfic","Població assignada total (n)",5447,5459,10906,3771014,3882239,7653253
"Parets del Vallès","Demogràfic","Població assignada de 0-14 anys (n)",1511,1407,2918,563490,531360,1094850
"Parets del Vallès","Demogràfic","Població assignada de 15-54 anys (n)",5262,5002,10264,2090135,2009939,4100074
"Parets del Vallès","Demogràfic","Població assignada de 55-64 anys (n)",1223,1191,2414,485653,501618,987271
"Parets del Vallès","Demogràfic","Població assignada de 65 anys o més (n)",1393,1720,3113,631736,839322,1471058
"Parets del Vallès","Demogràfic","Població assignada total (n)",9389,9320,18709,3771014,3882239,7653253
"Penedès Rural","Demogràfic","Població assignada de 0-14 anys (n)",1068,963,2031,563490,531360,1094850
"Penedès Rural","Demogràfic","Població assignada de 15-54 anys (n)",8248,7501,15749,2090135,2009939,4100074
"Penedès Rural","Demogràfic","Població assignada de 55-64 anys (n)",2285,2037,4322,485653,501618,987271
"Penedès Rural","Demogràfic","Població assignada de 65 anys o més (n)",2961,3312,6273,631736,839322,1471058
"Penedès Rural","Demogràfic","Població assignada total (n)",14562,13813,28375,3771014,3882239,7653253
"Peralada","Demogràfic","Població assignada de 0-14 anys (n)",520,493,1013,563490,531360,1094850
"Peralada","Demogràfic","Població assignada de 15-54 anys (n)",1912,1816,3728,2090135,2009939,4100074
"Peralada","Demogràfic","Població assignada de 55-64 anys (n)",508,488,996,485653,501618,987271
"Peralada","Demogràfic","Població assignada de 65 anys o més (n)",753,817,1570,631736,839322,1471058
"Peralada","Demogràfic","Població assignada total (n)",3693,3614,7307,3771014,3882239,7653253
"Piera","Demogràfic","Població assignada de 0-14 anys (n)",1480,1402,2882,563490,531360,1094850
"Piera","Demogràfic","Població assignada de 15-54 anys (n)",5271,4722,9993,2090135,2009939,4100074
"Piera","Demogràfic","Població assignada de 55-64 anys (n)",1108,1076,2184,485653,501618,987271
"Piera","Demogràfic","Població assignada de 65 anys o més (n)",1354,1687,3041,631736,839322,1471058
"Piera","Demogràfic","Població assignada total (n)",9213,8887,18100,3771014,3882239,7653253
"Pineda de Mar","Demogràfic","Població assignada de 0-14 anys (n)",2123,2117,4240,563490,531360,1094850
"Pineda de Mar","Demogràfic","Població assignada de 15-54 anys (n)",8197,7569,15766,2090135,2009939,4100074
"Pineda de Mar","Demogràfic","Població assignada de 55-64 anys (n)",2025,2002,4027,485653,501618,987271
"Pineda de Mar","Demogràfic","Població assignada de 65 anys o més (n)",2867,3515,6382,631736,839322,1471058
"Pineda de Mar","Demogràfic","Població assignada total (n)",15212,15203,30415,3771014,3882239,7653253
"Pla d'Urgell","Demogràfic","Població assignada de 0-14 anys (n)",3002,2885,5887,563490,531360,1094850
"Pla d'Urgell","Demogràfic","Població assignada de 15-54 anys (n)",10511,9018,19529,2090135,2009939,4100074
"Pla d'Urgell","Demogràfic","Població assignada de 55-64 anys (n)",2632,2295,4927,485653,501618,987271
"Pla d'Urgell","Demogràfic","Població assignada de 65 anys o més (n)",3251,4001,7252,631736,839322,1471058
"Pla d'Urgell","Demogràfic","Població assignada total (n)",19396,18199,37595,3771014,3882239,7653253
"Polinyà - Sentmenat","Demogràfic","Població assignada de 0-14 anys (n)",1451,1472,2923,563490,531360,1094850
"Polinyà - Sentmenat","Demogràfic","Població assignada de 15-54 anys (n)",4855,4542,9397,2090135,2009939,4100074
"Polinyà - Sentmenat","Demogràfic","Població assignada de 55-64 anys (n)",983,934,1917,485653,501618,987271
"Polinyà - Sentmenat","Demogràfic","Població assignada de 65 anys o més (n)",1089,1272,2361,631736,839322,1471058
"Polinyà - Sentmenat","Demogràfic","Població assignada total (n)",8378,8220,16598,3771014,3882239,7653253
"Ponts","Demogràfic","Població assignada de 0-14 anys (n)",234,217,451,563490,531360,1094850
"Ponts","Demogràfic","Població assignada de 15-54 anys (n)",948,771,1719,2090135,2009939,4100074
"Ponts","Demogràfic","Població assignada de 55-64 anys (n)",248,238,486,485653,501618,987271
"Ponts","Demogràfic","Població assignada de 65 anys o més (n)",406,478,884,631736,839322,1471058
"Ponts","Demogràfic","Població assignada total (n)",1836,1704,3540,3771014,3882239,7653253
"Premià de Mar","Demogràfic","Població assignada de 0-14 anys (n)",2740,2589,5329,563490,531360,1094850
"Premià de Mar","Demogràfic","Població assignada de 15-54 anys (n)",10040,9601,19641,2090135,2009939,4100074
"Premià de Mar","Demogràfic","Població assignada de 55-64 anys (n)",2573,2738,5311,485653,501618,987271
"Premià de Mar","Demogràfic","Població assignada de 65 anys o més (n)",3321,4449,7770,631736,839322,1471058
"Premià de Mar","Demogràfic","Població assignada total (n)",18674,19377,38051,3771014,3882239,7653253
"Reus 01 - Sant Pere","Demogràfic","Població assignada de 0-14 anys (n)",672,643,1315,563490,531360,1094850
"Reus 01 - Sant Pere","Demogràfic","Població assignada de 15-54 anys (n)",3756,3718,7474,2090135,2009939,4100074
"Reus 01 - Sant Pere","Demogràfic","Població assignada de 55-64 anys (n)",815,792,1607,485653,501618,987271
"Reus 01 - Sant Pere","Demogràfic","Població assignada de 65 anys o més (n)",993,1383,2376,631736,839322,1471058
"Reus 01 - Sant Pere","Demogràfic","Població assignada total (n)",6236,6536,12772,3771014,3882239,7653253
"Reus 02 - Sant Pere","Demogràfic","Població assignada de 0-14 anys (n)",2300,2207,4507,563490,531360,1094850
"Reus 02 - Sant Pere","Demogràfic","Població assignada de 15-54 anys (n)",7311,7402,14713,2090135,2009939,4100074
"Reus 02 - Sant Pere","Demogràfic","Població assignada de 55-64 anys (n)",1806,1973,3779,485653,501618,987271
"Reus 02 - Sant Pere","Demogràfic","Població assignada de 65 anys o més (n)",2501,3268,5769,631736,839322,1471058
"Reus 02 - Sant Pere","Demogràfic","Població assignada total (n)",13918,14850,28768,3771014,3882239,7653253
"Reus 03 - Llibertat","Demogràfic","Població assignada de 0-14 anys (n)",1600,1418,3018,563490,531360,1094850
"Reus 03 - Llibertat","Demogràfic","Població assignada de 15-54 anys (n)",5479,5482,10961,2090135,2009939,4100074
"Reus 03 - Llibertat","Demogràfic","Població assignada de 55-64 anys (n)",1459,1591,3050,485653,501618,987271
"Reus 03 - Llibertat","Demogràfic","Població assignada de 65 anys o més (n)",1961,2534,4495,631736,839322,1471058
"Reus 03 - Llibertat","Demogràfic","Població assignada total (n)",10499,11025,21524,3771014,3882239,7653253
"Reus 04 - Horts de Miró","Demogràfic","Població assignada de 0-14 anys (n)",1719,1688,3407,563490,531360,1094850
"Reus 04 - Horts de Miró","Demogràfic","Població assignada de 15-54 anys (n)",5720,5541,11261,2090135,2009939,4100074
"Reus 04 - Horts de Miró","Demogràfic","Població assignada de 55-64 anys (n)",1267,1281,2548,485653,501618,987271
"Reus 04 - Horts de Miró","Demogràfic","Població assignada de 65 anys o més (n)",1500,1852,3352,631736,839322,1471058
"Reus 04 - Horts de Miró","Demogràfic","Població assignada total (n)",10206,10362,20568,3771014,3882239,7653253
"Reus 05 - Barri Fortuny","Demogràfic","Població assignada de 0-14 anys (n)",2632,2595,5227,563490,531360,1094850
"Reus 05 - Barri Fortuny","Demogràfic","Població assignada de 15-54 anys (n)",7846,7571,15417,2090135,2009939,4100074
"Reus 05 - Barri Fortuny","Demogràfic","Població assignada de 55-64 anys (n)",1789,1742,3531,485653,501618,987271
"Reus 05 - Barri Fortuny","Demogràfic","Població assignada de 65 anys o més (n)",1940,2578,4518,631736,839322,1471058
"Reus 05 - Barri Fortuny","Demogràfic","Població assignada total (n)",14207,14486,28693,3771014,3882239,7653253
"Ribes - Olivella","Demogràfic","Població assignada de 0-14 anys (n)",1346,1312,2658,563490,531360,1094850
"Ribes - Olivella","Demogràfic","Població assignada de 15-54 anys (n)",5022,4932,9954,2090135,2009939,4100074
"Ribes - Olivella","Demogràfic","Població assignada de 55-64 anys (n)",1239,1179,2418,485653,501618,987271
"Ribes - Olivella","Demogràfic","Població assignada de 65 anys o més (n)",1442,1720,3162,631736,839322,1471058
"Ribes - Olivella","Demogràfic","Població assignada total (n)",9049,9143,18192,3771014,3882239,7653253
"Ribes de Freser - Campdevànol","Demogràfic","Població assignada de 0-14 anys (n)",308,287,595,563490,531360,1094850
"Ribes de Freser - Campdevànol","Demogràfic","Població assignada de 15-54 anys (n)",1412,1250,2662,2090135,2009939,4100074
"Ribes de Freser - Campdevànol","Demogràfic","Població assignada de 55-64 anys (n)",438,425,863,485653,501618,987271
"Ribes de Freser - Campdevànol","Demogràfic","Població assignada de 65 anys o més (n)",696,875,1571,631736,839322,1471058
"Ribes de Freser - Campdevànol","Demogràfic","Població assignada total (n)",2854,2837,5691,3771014,3882239,7653253
"Ripoll - Sant Joan de les Abadesses","Demogràfic","Població assignada de 0-14 anys (n)",1001,951,1952,563490,531360,1094850
"Ripoll - Sant Joan de les Abadesses","Demogràfic","Població assignada de 15-54 anys (n)",3519,3169,6688,2090135,2009939,4100074
"Ripoll - Sant Joan de les Abadesses","Demogràfic","Població assignada de 55-64 anys (n)",1052,1090,2142,485653,501618,987271
"Ripoll - Sant Joan de les Abadesses","Demogràfic","Població assignada de 65 anys o més (n)",1561,1995,3556,631736,839322,1471058
"Ripoll - Sant Joan de les Abadesses","Demogràfic","Població assignada total (n)",7133,7205,14338,3771014,3882239,7653253
"Ripollet 01 - Centre","Demogràfic","Població assignada de 0-14 anys (n)",2981,2831,5812,563490,531360,1094850
"Ripollet 01 - Centre","Demogràfic","Població assignada de 15-54 anys (n)",5043,4819,9862,2090135,2009939,4100074
"Ripollet 01 - Centre","Demogràfic","Població assignada de 55-64 anys (n)",1119,1094,2213,485653,501618,987271
"Ripollet 01 - Centre","Demogràfic","Població assignada de 65 anys o més (n)",1369,1850,3219,631736,839322,1471058
"Ripollet 01 - Centre","Demogràfic","Població assignada total (n)",10512,10594,21106,3771014,3882239,7653253
"Ripollet 02 - Pinetons","Demogràfic","Població assignada de 0-14 anys (n)",23,14,37,563490,531360,1094850
"Ripollet 02 - Pinetons","Demogràfic","Població assignada de 15-54 anys (n)",4188,4209,8397,2090135,2009939,4100074
"Ripollet 02 - Pinetons","Demogràfic","Població assignada de 55-64 anys (n)",928,926,1854,485653,501618,987271
"Ripollet 02 - Pinetons","Demogràfic","Població assignada de 65 anys o més (n)",946,1179,2125,631736,839322,1471058
"Ripollet 02 - Pinetons","Demogràfic","Població assignada total (n)",6085,6328,12413,3771014,3882239,7653253
"Riudoms","Demogràfic","Població assignada de 0-14 anys (n)",1104,945,2049,563490,531360,1094850
"Riudoms","Demogràfic","Població assignada de 15-54 anys (n)",3313,2933,6246,2090135,2009939,4100074
"Riudoms","Demogràfic","Població assignada de 55-64 anys (n)",796,749,1545,485653,501618,987271
"Riudoms","Demogràfic","Població assignada de 65 anys o més (n)",1111,1252,2363,631736,839322,1471058
"Riudoms","Demogràfic","Població assignada total (n)",6324,5879,12203,3771014,3882239,7653253
"Roda de Ter","Demogràfic","Població assignada de 0-14 anys (n)",663,649,1312,563490,531360,1094850
"Roda de Ter","Demogràfic","Població assignada de 15-54 anys (n)",2446,2253,4699,2090135,2009939,4100074
"Roda de Ter","Demogràfic","Població assignada de 55-64 anys (n)",691,658,1349,485653,501618,987271
"Roda de Ter","Demogràfic","Població assignada de 65 anys o més (n)",888,1140,2028,631736,839322,1471058
"Roda de Ter","Demogràfic","Població assignada total (n)",4688,4700,9388,3771014,3882239,7653253
"Roses","Demogràfic","Població assignada de 0-14 anys (n)",2568,2407,4975,563490,531360,1094850
